outlet,15day,FarRight,Right,villain,COVID-19,0.4189131003300494,0.6003753236259042,0.45032005595700214,0.46157725271010314,0.40061101746211697,-0.022469448752633278
outlet,15day,FarRight,Right,villain,Taliban,0.6031068700760172,0.6244913053708003,0.11566469815220314,0.018362671471833278,0.030626841931310527,-0.014224528779882315
outlet,15day,FarRight,CenterRight,villain,COVID-19,0.4868577598203785,0.5149168351029592,0.43185888544208606,0.6849587621912261,0.3878108474619507,-0.02039988971521311
outlet,15day,FarRight,CenterRight,villain,Taliban,0.5504977113845445,0.5452638828826336,0.08382946388471582,-0.04992576185238263,-0.040548199813452784,-0.012516237677853887
outlet,15day,FarRight,Center,villain,COVID-19,0.5502989407130257,0.577050072240375,0.4207288367775375,0.6116603657767621,0.43748337797378034,-0.018367782863876088
outlet,15day,FarRight,CenterLeft,villain,Coronavirus,0.4745995372764411,0.2517164964306872,0.5532422826201081,0.3373998446680047,0.31556135851149236,-0.016118719487593473
outlet,15day,FarRight,Left,villain,COVID-19,0.47876480014888106,0.4945769147541464,0.5297437093823493,0.3738787020170169,0.4586279584098069,-0.022003747178654408
outlet,15day,FarRight,Left,villain,Taliban,0.6088856655682271,0.5937364070277811,0.1051054041482386,-0.030724495768549458,-0.038728438476179294,-0.008684383721393558
outlet,15day,FarRight,FarLeft,villain,COVID-19,0.519975201963069,0.6728915896374599,0.535136244408662,0.5265483148711658,0.3586110373668622,-0.019653426446508283
outlet,15day,FarRight,FarLeft,villain,Hillary Clinton,0.5665563529026968,0.5604139788599243,0.5546645426061929,0.5854713583881879,0.6472033406250611,-0.015377839594498031
outlet,15day,FarRight,FarLeft,villain,Coronavirus,0.5531147115905235,0.23771873091252343,0.6879738965114406,0.6202711803342863,0.4623583655853719,-0.023927367765732198
