none.none,"[-0.23845210628041782, 0.5930791208352129]"
none.hillary clinton,"[0.06959410895351756, 0.5471360154946476]"
none.ted cruz,"[0.6862607124292046, 0.5464639770392694]"
ted cruz.none,"[0.39423519941522256, 0.7993840580357539]"
lebron james.cleveland cavaliers,"[-0.010497470414408466, 0.5738405085848579]"
stephen curry.none,"[-0.010497470414408471, 0.5738405085848582]"
liz truss.none,"[0.5738617159876633, -0.010561481753095563]"
