none.none,"[0.4615628293587682, 0.5009864802771858]"
alex jones.80% of the world's population,"[0.6023809523809519, 0.5635823283991542]"
none.hillary clinton,"[0.7036679766583296, 0.611289468146371]"
alex jones.world population,"[0.31760772659732545, 0.5029940119760483]"
none.target,"[0.5375791139240503, 0.4052547770700634]"
none.vladimir putin,"[0.6542443064182186, 0.48124999999999923]"
