trump administration.daca recipients,"[0.5715078139342589, -0.014110422809279842]"
donald trump.trump supporters,"[0.7549685174209184, -0.011543773579579492]"
mick mulvaney.none,"[-0.011492228613806645, 0.6282161539472947]"
