joe biden,"[0.16839573846804073, 0.5553701909417752]"
ted cruz,"[0.6412081511714168, 0.47692275988777005]"
michael flynn,"[-0.016275338046350757, 0.5272768662338613]"
black community,"[-0.014117894571947653, 0.5097726299801395]"
elizabeth warren,"[-0.008545136050864485, 0.7049607769015934]"
