breonna taylor,"[0.8933450040446361, -0.010894370943750899]"
travelers,"[-0.02118726491370271, 0.5684706483476256]"
asian americans,"[-0.016275338046350743, 0.5272768662338612]"
rohingya muslims,"[-0.01402473163028858, 0.5714721237758326]"
