none.donald trump.ted cruz,"[0.5227944580440675, -0.017352640209845113]"
none.donald trump.migrants,"[-0.010094358934544953, 0.6641938999484698]"
none.ted cruz.none,"[-0.008545136050864474, 0.7049607769015922]"
david bowie.none.none,"[0.7049737241963189, -0.006060606060606058]"
