none.none.none,0.8892312438065499,0.6342757233280326
none.donald trump.none,0.34063628490888986,0.9018693672410901
none.donald trump.republican party,0.8858795678282984,-0.15617376188860604
none.donald trump.joe biden,0.6708203932499366,-0.11111111111111113
bernie sanders.none.none,-0.14907119849998599,0.9999999999999997
none.united states.iran,-0.1,0.9999999999999997
none.united states.russia,0.9999999999999996,-0.11111111111111116
none.joe biden.none,-0.1,0.9999999999999997
none.donald trump.jared kushner,-0.14907119849998599,0.666666666666667
none.donald trump.mexico,-0.149071198499986,0.666666666666667
