,input_level,hvv,part_b,count,total_narr,time_frame (months),relative
1358,single,villain,CenterRight,113,267,4.0,0.4232209737827715
1359,single,villain,CenterRight,113,267,4.5,0.4232209737827715
1360,single,villain,Center,91,250,5.0,0.364
1361,single,villain,Center,91,250,5.5,0.364
1362,single,villain,Center,89,250,6.0,0.356
1363,single,villain,Center,89,250,6.5,0.356
1364,single,villain,Center,87,250,7.0,0.348
1365,single,villain,Center,84,250,7.5,0.336
1366,single,villain,Center,83,250,8.0,0.332
1367,single,villain,Center,80,250,8.5,0.32
1368,single,villain,Center,80,250,9.0,0.32
1369,single,villain,Center,80,250,9.5,0.32
1370,single,villain,Center,80,250,10.0,0.32
1371,single,villain,Center,79,250,10.5,0.316
1372,single,villain,Center,79,250,11.0,0.316
1373,single,villain,Center,78,250,11.5,0.312
1374,single,villain,Center,78,250,12.0,0.312
1375,single,villain,Center,77,250,12.5,0.308
1376,single,villain,Center,76,250,13.0,0.304
1377,single,villain,Center,75,250,13.5,0.3
1378,single,villain,Center,76,250,14.0,0.304
1379,single,villain,Center,74,250,14.5,0.296
1380,single,villain,Center,74,250,15.0,0.296
1381,single,villain,Center,74,250,15.5,0.296
1382,single,villain,Center,73,250,16.0,0.292
1383,single,villain,Center,72,250,16.5,0.288
1384,single,villain,Center,72,250,17.0,0.288
1385,single,villain,Center,71,250,17.5,0.284
1386,single,villain,Center,71,250,18.0,0.284
1387,single,villain,Center,70,250,18.5,0.28
1388,single,villain,Center,68,250,19.0,0.272
1389,single,villain,Center,65,250,19.5,0.26
1390,single,villain,Center,93,250,2.0,0.372
1391,single,villain,Center,63,250,20.0,0.252
1392,single,villain,Center,61,250,20.5,0.244
1393,single,villain,Center,61,250,21.0,0.244
1394,single,villain,Center,61,250,21.5,0.244
1395,single,villain,Center,60,250,22.0,0.24
1396,single,villain,Center,60,250,22.5,0.24
1397,single,villain,Center,57,250,23.0,0.228
1398,single,villain,Center,56,250,23.5,0.224
1399,single,villain,Center,54,250,24.0,0.216
1400,single,villain,Center,52,250,24.5,0.208
1401,single,villain,Center,93,250,2.5,0.372
1402,single,villain,Center,50,250,25.0,0.2
1403,single,villain,Center,50,250,25.5,0.2
1404,single,villain,Center,48,250,26.0,0.192
1405,single,villain,Center,46,250,26.5,0.184
1406,single,villain,Center,46,250,27.0,0.184
1407,single,villain,Center,43,250,27.5,0.172
1408,single,villain,Center,43,250,28.0,0.172
1409,single,villain,Center,42,250,28.5,0.168
1410,single,villain,Center,41,250,29.0,0.164
1411,single,villain,Center,40,250,29.5,0.16
1412,single,villain,Center,92,250,3.0,0.368
1413,single,villain,Center,40,250,30.0,0.16
1414,single,villain,Center,40,250,30.5,0.16
1415,single,villain,Center,40,250,31.0,0.16
1416,single,villain,Center,40,250,31.5,0.16
1417,single,villain,Center,40,250,32.0,0.16
1418,single,villain,Center,38,250,32.5,0.152
1419,single,villain,Center,38,250,33.0,0.152
1420,single,villain,Center,37,250,33.5,0.148
1421,single,villain,Center,37,250,34.0,0.148
1422,single,villain,Center,36,250,34.5,0.144
1423,single,villain,Center,92,250,3.5,0.368
1424,single,villain,Center,35,250,35.0,0.14
1425,single,villain,Center,35,250,35.5,0.14
1426,single,villain,Center,92,250,4.0,0.368
1427,single,villain,Center,91,250,4.5,0.364
1428,single,villain,FarLeft,188,383,5.0,0.4908616187989556
1429,single,villain,FarLeft,188,383,5.5,0.4908616187989556
1430,single,villain,FarLeft,188,383,6.0,0.4908616187989556
1431,single,villain,FarLeft,187,383,6.5,0.48825065274151436
1432,single,villain,FarLeft,187,383,7.0,0.48825065274151436
1433,single,villain,FarLeft,184,383,7.5,0.4804177545691906
1434,single,villain,FarLeft,183,383,8.0,0.47780678851174935
1435,single,villain,FarLeft,180,383,8.5,0.4699738903394256
1436,single,villain,FarLeft,174,383,9.0,0.45430809399477806
1437,single,villain,FarLeft,171,383,9.5,0.4464751958224543
1438,single,villain,FarLeft,170,383,10.0,0.44386422976501305
1439,single,villain,FarLeft,167,383,10.5,0.4360313315926893
1440,single,villain,FarLeft,164,383,11.0,0.4281984334203655
1441,single,villain,FarLeft,160,383,11.5,0.4177545691906005
1442,single,villain,FarLeft,160,383,12.0,0.4177545691906005
1443,single,villain,FarLeft,157,383,12.5,0.40992167101827676
1444,single,villain,FarLeft,156,383,13.0,0.4073107049608355
1445,single,villain,FarLeft,155,383,13.5,0.4046997389033943
1446,single,villain,FarLeft,154,383,14.0,0.402088772845953
1447,single,villain,FarLeft,150,383,14.5,0.391644908616188
1448,single,villain,FarLeft,146,383,15.0,0.381201044386423
1449,single,villain,FarLeft,145,383,15.5,0.3785900783289817
1450,single,villain,FarLeft,142,383,16.0,0.370757180156658
1451,single,villain,FarLeft,141,383,16.5,0.3681462140992167
1452,single,villain,FarLeft,137,383,17.0,0.3577023498694517
1453,single,villain,FarLeft,139,383,17.5,0.3629242819843342
1454,single,villain,FarLeft,134,383,18.0,0.34986945169712796
1455,single,villain,FarLeft,134,383,18.5,0.34986945169712796
1456,single,villain,FarLeft,129,383,19.0,0.3368146214099217
1457,single,villain,FarLeft,128,383,19.5,0.3342036553524804
1458,single,villain,FarLeft,193,383,2.0,0.5039164490861618
1459,single,villain,FarLeft,126,383,20.0,0.3289817232375979
1460,single,villain,FarLeft,126,383,20.5,0.3289817232375979
1461,single,villain,FarLeft,124,383,21.0,0.3237597911227154
1462,single,villain,FarLeft,119,383,21.5,0.31070496083550914
1463,single,villain,FarLeft,117,383,22.0,0.30548302872062666
1464,single,villain,FarLeft,115,383,22.5,0.3002610966057441
1465,single,villain,FarLeft,115,383,23.0,0.3002610966057441
1466,single,villain,FarLeft,112,383,23.5,0.2924281984334204
1467,single,villain,FarLeft,108,383,24.0,0.2819843342036554
1468,single,villain,FarLeft,106,383,24.5,0.27676240208877284
1469,single,villain,FarLeft,193,383,2.5,0.5039164490861618
1470,single,villain,FarLeft,103,383,25.0,0.2689295039164491
1471,single,villain,FarLeft,101,383,25.5,0.26370757180156656
1472,single,villain,FarLeft,99,383,26.0,0.2584856396866841
1473,single,villain,FarLeft,98,383,26.5,0.2558746736292428
1474,single,villain,FarLeft,98,383,27.0,0.2558746736292428
1475,single,villain,FarLeft,97,383,27.5,0.25326370757180156
1476,single,villain,FarLeft,94,383,28.0,0.2454308093994778
1477,single,villain,FarLeft,94,383,28.5,0.2454308093994778
1478,single,villain,FarLeft,94,383,29.0,0.2454308093994778
1479,single,villain,FarLeft,91,383,29.5,0.23759791122715404
1480,single,villain,FarLeft,192,383,3.0,0.5013054830287206
1481,single,villain,FarLeft,88,383,30.0,0.2297650130548303
1482,single,villain,FarLeft,86,383,30.5,0.2245430809399478
1483,single,villain,FarLeft,82,383,31.0,0.21409921671018275
1484,single,villain,FarLeft,81,383,31.5,0.21148825065274152
1485,single,villain,FarLeft,79,383,32.0,0.206266318537859
1486,single,villain,FarLeft,78,383,32.5,0.20365535248041775
1487,single,villain,FarLeft,77,383,33.0,0.2010443864229765
1488,single,villain,FarLeft,76,383,33.5,0.19843342036553524
1489,single,villain,FarLeft,74,383,34.0,0.19321148825065274
1490,single,villain,FarLeft,73,383,34.5,0.1906005221932115
1491,single,villain,FarLeft,192,383,3.5,0.5013054830287206
1492,single,villain,FarLeft,73,383,35.0,0.1906005221932115
1493,single,villain,FarLeft,71,383,35.5,0.185378590078329
1494,single,villain,FarLeft,191,383,4.0,0.49869451697127937
1495,single,villain,FarLeft,190,383,4.5,0.4960835509138381
1496,single,villain,Left,111,265,5.0,0.4188679245283019
1497,single,villain,Left,111,265,5.5,0.4188679245283019
1498,single,villain,Left,111,265,6.0,0.4188679245283019
1499,single,villain,Left,110,265,6.5,0.41509433962264153
1500,single,villain,Left,108,265,7.0,0.4075471698113208
1501,single,villain,Left,108,265,7.5,0.4075471698113208
1502,single,villain,Left,108,265,8.0,0.4075471698113208
1503,single,villain,Left,107,265,8.5,0.4037735849056604
1504,single,villain,Left,106,265,9.0,0.4
1505,single,villain,Left,105,265,9.5,0.39622641509433965
1506,single,villain,Left,104,265,10.0,0.39245283018867927
1507,single,villain,Left,104,265,10.5,0.39245283018867927
1508,single,villain,Left,104,265,11.0,0.39245283018867927
1509,single,villain,Left,102,265,11.5,0.3849056603773585
1510,single,villain,Left,101,265,12.0,0.38113207547169814
1511,single,villain,Left,100,265,12.5,0.37735849056603776
1512,single,villain,Left,98,265,13.0,0.36981132075471695
1513,single,villain,Left,97,265,13.5,0.3660377358490566
1514,single,villain,Left,95,265,14.0,0.3584905660377358
1515,single,villain,Left,93,265,14.5,0.35094339622641507
1516,single,villain,Left,92,265,15.0,0.3471698113207547
1517,single,villain,Left,92,265,15.5,0.3471698113207547
1518,single,villain,Left,89,265,16.0,0.33584905660377357
1519,single,villain,Left,88,265,16.5,0.3320754716981132
1520,single,villain,Left,87,265,17.0,0.3283018867924528
1521,single,villain,Left,85,265,17.5,0.32075471698113206
1522,single,villain,Left,84,265,18.0,0.3169811320754717
1523,single,villain,Left,84,265,18.5,0.3169811320754717
1524,single,villain,Left,83,265,19.0,0.3132075471698113
1525,single,villain,Left,80,265,19.5,0.3018867924528302
1526,single,villain,Left,114,265,2.0,0.43018867924528303
1527,single,villain,Left,76,265,20.0,0.28679245283018867
1528,single,villain,Left,75,265,20.5,0.2830188679245283
1529,single,villain,Left,75,265,21.0,0.2830188679245283
1530,single,villain,Left,73,265,21.5,0.27547169811320754
1531,single,villain,Left,72,265,22.0,0.27169811320754716
1532,single,villain,Left,69,265,22.5,0.26037735849056604
1533,single,villain,Left,67,265,23.0,0.2528301886792453
1534,single,villain,Left,65,265,23.5,0.24528301886792453
1535,single,villain,Left,64,265,24.0,0.24150943396226415
1536,single,villain,Left,63,265,24.5,0.23773584905660378
1537,single,villain,Left,114,265,2.5,0.43018867924528303
1538,single,villain,Left,60,265,25.0,0.22641509433962265
1539,single,villain,Left,59,265,25.5,0.22264150943396227
1540,single,villain,Left,59,265,26.0,0.22264150943396227
1541,single,villain,Left,58,265,26.5,0.2188679245283019
1542,single,villain,Left,56,265,27.0,0.21132075471698114
1543,single,villain,Left,54,265,27.5,0.2037735849056604
1544,single,villain,Left,52,265,28.0,0.19622641509433963
1545,single,villain,Left,50,265,28.5,0.18867924528301888
1546,single,villain,Left,49,265,29.0,0.18490566037735848
1547,single,villain,Left,48,265,29.5,0.1811320754716981
1548,single,villain,Left,113,265,3.0,0.42641509433962266
1549,single,villain,Left,48,265,30.0,0.1811320754716981
1550,single,villain,Left,47,265,30.5,0.17735849056603772
1551,single,villain,Left,47,265,31.0,0.17735849056603772
1552,single,villain,Left,45,265,31.5,0.16981132075471697
1553,single,villain,Left,45,265,32.0,0.16981132075471697
1554,single,villain,Left,45,265,32.5,0.16981132075471697
1555,single,villain,Left,45,265,33.0,0.16981132075471697
1556,single,villain,Left,45,265,33.5,0.16981132075471697
1557,single,villain,Left,45,265,34.0,0.16981132075471697
1558,single,villain,Left,43,265,34.5,0.16226415094339622
1559,single,villain,Left,111,265,3.5,0.4188679245283019
1560,single,villain,Left,43,265,35.0,0.16226415094339622
1561,single,villain,Left,43,265,35.5,0.16226415094339622
1562,single,villain,Left,111,265,4.0,0.4188679245283019
1563,single,villain,Left,111,265,4.5,0.4188679245283019
1564,single,villain,Right,159,300,5.0,0.53
1565,single,villain,Right,160,300,5.5,0.5333333333333333
1566,single,villain,Right,158,300,6.0,0.5266666666666666
1567,single,villain,Right,156,300,6.5,0.52
1568,single,villain,Right,155,300,7.0,0.5166666666666667
1569,single,villain,Right,151,300,7.5,0.5033333333333333
1570,single,villain,Right,150,300,8.0,0.5
1571,single,villain,Right,149,300,8.5,0.49666666666666665
1572,single,villain,Right,148,300,9.0,0.49333333333333335
1573,single,villain,Right,147,300,9.5,0.49
1574,single,villain,Right,147,300,10.0,0.49
1575,single,villain,Right,146,300,10.5,0.4866666666666667
1576,single,villain,Right,141,300,11.0,0.47
1577,single,villain,Right,139,300,11.5,0.4633333333333333
1578,single,villain,Right,139,300,12.0,0.4633333333333333
1579,single,villain,Right,138,300,12.5,0.46
1580,single,villain,Right,137,300,13.0,0.45666666666666667
1581,single,villain,Right,136,300,13.5,0.4533333333333333
1582,single,villain,Right,134,300,14.0,0.44666666666666666
1583,single,villain,Right,131,300,14.5,0.43666666666666665
1584,single,villain,Right,130,300,15.0,0.43333333333333335
1585,single,villain,Right,127,300,15.5,0.42333333333333334
1586,single,villain,Right,126,300,16.0,0.42
1587,single,villain,Right,125,300,16.5,0.4166666666666667
1588,single,villain,Right,123,300,17.0,0.41
1589,single,villain,Right,122,300,17.5,0.4066666666666667
1590,single,villain,Right,120,300,18.0,0.4
1591,single,villain,Right,119,300,18.5,0.39666666666666667
1592,single,villain,Right,115,300,19.0,0.38333333333333336
1593,single,villain,Right,113,300,19.5,0.37666666666666665
1594,single,villain,Right,164,300,2.0,0.5466666666666666
1595,single,villain,Right,111,300,20.0,0.37
1596,single,villain,Right,111,300,20.5,0.37
1597,single,villain,Right,109,300,21.0,0.36333333333333334
1598,single,villain,Right,107,300,21.5,0.3566666666666667
1599,single,villain,Right,108,300,22.0,0.36
1600,single,villain,Right,106,300,22.5,0.35333333333333333
1601,single,villain,Right,103,300,23.0,0.3433333333333333
1602,single,villain,Right,103,300,23.5,0.3433333333333333
1603,single,villain,Right,101,300,24.0,0.33666666666666667
1604,single,villain,Right,98,300,24.5,0.32666666666666666
1605,single,villain,Right,164,300,2.5,0.5466666666666666
1606,single,villain,Right,98,300,25.0,0.32666666666666666
1607,single,villain,Right,98,300,25.5,0.32666666666666666
1608,single,villain,Right,97,300,26.0,0.3233333333333333
1609,single,villain,Right,93,300,26.5,0.31
1610,single,villain,Right,93,300,27.0,0.31
1611,single,villain,Right,92,300,27.5,0.30666666666666664
1612,single,villain,Right,92,300,28.0,0.30666666666666664
1613,single,villain,Right,89,300,28.5,0.2966666666666667
1614,single,villain,Right,84,300,29.0,0.28
1615,single,villain,Right,84,300,29.5,0.28
1616,single,villain,Right,164,300,3.0,0.5466666666666666
1617,single,villain,Right,83,300,30.0,0.27666666666666667
1618,single,villain,Right,80,300,30.5,0.26666666666666666
1619,single,villain,Right,80,300,31.0,0.26666666666666666
1620,single,villain,Right,78,300,31.5,0.26
1621,single,villain,Right,78,300,32.0,0.26
1622,single,villain,Right,77,300,32.5,0.25666666666666665
1623,single,villain,Right,77,300,33.0,0.25666666666666665
1624,single,villain,Right,76,300,33.5,0.25333333333333335
1625,single,villain,Right,74,300,34.0,0.24666666666666667
1626,single,villain,Right,71,300,34.5,0.23666666666666666
1627,single,villain,Right,162,300,3.5,0.54
1628,single,villain,Right,70,300,35.0,0.23333333333333334
1629,single,villain,Right,69,300,35.5,0.23
1630,single,villain,Right,162,300,4.0,0.54
1631,single,villain,Right,161,300,4.5,0.5366666666666666
