none.none,"[0.5619703735007677, 0.522163389078475]"
covid-19.none,"[0.5460828369827336, 0.42110279786098986]"
donald trump.hillary clinton,"[0.5396795754359406, 0.2863552243602411]"
donald trump.joe biden,"[0.6729744076273636, 0.3676633443521008]"
derek chauvin.george floyd,"[0.5299825819237546, -0.029562141403539743]"
harvey weinstein.none,"[0.8031727148506059, -0.0269980772991461]"
kim jong-un.north korea,"[0.5654263720629514, -0.028988551782622437]"
donald trump.george floyd,"[0.7027819284987274, -0.01756820922315767]"
jill stein.none,"[0.7027819284987276, -0.017568209223157667]"
