none.none,"[0.5239454856920712, 0.3298287745964411]"
covid-19.none,"[0.6199306524430988, 0.372579088164304]"
donald trump.americans,"[0.5310676473666359, -0.04463799168565993]"
iran.none,"[-0.027149599207000035, 0.536060318461723]"
