none.none,"[0.5329762583896142, 0.3268822483665158]"
none.north korea,"[0.7124413763783861, 0.3668645026680797]"
none.michael cohen,"[0.38722420097522975, 0.8019561808825858]"
andrew cuomo.none,"[0.6206328908341749, -0.04029114820126903]"
none.theresa may,"[-0.028831940416443366, 0.5027885035915542]"
none.tiktok,"[0.7027819284987274, -0.017568209223157667]"
sarah huckabee sanders.none,"[0.8148629450829784, -0.02037107771173803]"
