none.none,"[0.5823147595719361, 0.4125332899356319]"
joe biden.donald trump,"[0.45694962246284576, 0.6362102692361273]"
none.inflation,"[0.40628352276306995, 0.5196064785314712]"
mike pompeo.none,"[-0.02339541354478655, 0.6237706113316795]"
