none.none,"[0.5563677079675111, 0.470474741652397]"
none.covid-19,"[0.5130698731438673, 0.07129828352121227]"
none.obama administration,"[0.5105539215704884, -0.036701549716223594]"
none.jussie smollett,"[0.6682341640931629, -0.028313732857645865]"
none.steve bannon,"[0.5362045843382509, -0.027490272741626826]"
bernie sanders.hillary clinton,"[0.3905058974805351, 0.5701779377163204]"
john kasich.donald trump,"[0.5654263720629514, -0.028988551782622447]"
james comey.donald trump,"[-0.015482491943505983, 0.9482979946543382]"
mitch mcconnell.donald trump,"[-0.028831940416443356, 0.5027885035915545]"
