none.none,"[0.621820519730356, 0.6023084387963468]"
covid-19.none,"[0.5891798637548991, 0.64858061779138]"
donald trump.joe biden,"[0.8496792029653707, 0.6806618894580745]"
donald trump.ted cruz,"[0.8933418124639806, -0.012345679012345668]"
ted cruz.none,"[-0.020008903901615943, 0.6916649008070124]"
vladimir putin.ukraine,"[-0.021384973069207537, 0.5701779377163204]"
