joe manchin,"[0.6088221387063966, -0.03121952705272312]"
juan guaidó,"[0.17770238175408135, 0.7838315833175673]"
tiger woods,"[0.16742793233669004, 0.5947916037217584]"
lady gaga,"[0.5197921247168583, -0.033740680424121525]"
george soros,"[-0.03535810151892135, 0.6982120021884473]"
gal gadot,"[0.8148629450829783, -0.02037107771173803]"
michael avenatti,"[0.6238776945276413, -0.023687491569557455]"
