none.none,"[0.5279942135948021, 0.2905749930686385]"
none.donald trump,"[0.5086021000825472, 0.32759175127649215]"
joe biden.donald trump,"[0.19608088974916016, 0.717204525600136]"
hillary clinton.donald trump,"[0.3059049666258727, 0.6670389409195555]"
anthony fauci.donald trump,"[0.14057545770071053, 0.707281211923269]"
none.michael cohen,"[0.5299304197222636, 0.08648999641877371]"
none.congress,"[0.6010685022160629, -0.053179453726439646]"
john mccain.donald trump,"[0.5105539215704886, -0.03670154971622361]"
ted cruz.donald trump,"[0.5338813686826099, 0.5076123668375228]"
none.twitter,"[-0.02925926433771324, 0.7050480775921937]"
