none.none,"[0.6559678758678988, 0.5441051067527108]"
covid-19.none,"[0.58789195582121, 0.5530746923564817]"
ted cruz.none,"[0.7027819284987274, -0.017568209223157667]"
kim jong-un.north korea,"[-0.02862918339559249, 0.6237706113316795]"
