none.none,"[0.5302033759954803, 0.5070038961432983]"
joe biden.donald trump,"[0.5136225298559456, 0.46947394087130934]"
none.taliban,"[0.6683199023539583, -0.04647943150193015]"
none.elon musk,"[0.8493043314914621, 0.2996959472947421]"
ted cruz.donald trump,"[0.6092767316507541, 0.48073496738583277]"
none.bill de blasio,"[-0.026298697677800114, 0.5972864017303914]"
bernie sanders.hillary clinton,"[0.39050589748053505, 0.5701779377163206]"
john kasich.donald trump,"[0.5654263720629515, -0.028988551782622447]"
lady gaga.none,"[0.6238776945276412, -0.023687491569557455]"
juan guaidó.nicolás maduro,"[-0.012195121951219513, 1.0]"
