none.none,"[0.526601360113466, 0.4448386391014016]"
covid-19.none,"[0.5564424696410498, 0.3302229052727359]"
donald trump.joe biden,"[0.7779124931924097, 0.6954999065648234]"
donald trump.ted cruz,"[0.5109156732663354, 0.37878510116928327]"
donald trump.melania trump,"[-0.02925926433771324, 0.6645804049346394]"
mitch mcconnell.americans,"[0.7540177231300166, -0.02371053332090666]"
donald trump.ruth bader ginsburg,"[1.0, -0.01234567901234568]"
