none.none,"[0.5756470458354281, 0.4367693876135187]"
none.hillary clinton,"[0.5337695278458073, 0.24660438970214435]"
none.north korea,"[0.5671791665729988, 0.26234590056989593]"
none.ted cruz,"[0.7534642216677138, 0.47542814467434125]"
kamala harris.none,"[0.2935758293062786, 0.6318125937464353]"
none.christine blasey ford,"[0.9863415672745104, -0.014235848674116376]"
none.barack obama},"[0.24323605836109402, 0.5196064785314718]"
none.passengers,"[0.5654263720629515, -0.02898855178262244]"
heather heyer.heather heyer,"[-0.02054917919586922, 0.661621866207939]"
mike bloomberg.none,"[-0.021384973069207537, 0.5701779377163204]"
