none.none,"[0.6040409420267095, 0.3584002779757629]"
donald trump.none,"[0.5846256771096238, 0.5418569679246537]"
hillary clinton.none,"[0.45460890383293984, 0.5888202980138478]"
donald trump.hillary clinton,"[0.6386767425847992, 0.6688476273723403]"
donald trump.joe biden,"[0.6916493898051594, 0.6766302736691745]"
hillary clinton.donald trump,"[0.5519427148527154, 0.5066640264713934]"
donald trump.north korea,"[0.6549716326568132, 0.2720544163254418]"
hillary clinton.bernie sanders,"[0.5398441481211516, 0.13963285554918498]"
michael cohen.none,"[0.08252014593257655, 0.546718079086764]"
donald trump.nbc,"[0.7540177231300165, -0.02371053332090666]"
