none.none,"[0.6311312887128098, 0.4234933951937529]"
donald trump.none,"[0.6717017315147724, 0.5162646774608564]"
donald trump.americans,"[0.6090820225717588, 0.480096010144468]"
donald trump.hillary clinton,"[0.5778483401278242, 0.5381256077704637]"
donald trump.joe biden,"[0.6790561868686871, 0.3766005121638925]"
hillary clinton.none,"[0.8830640167527237, 0.7828007273078292]"
donald trump.north korea,"[0.5146198830409354, 0.2537566137566136]"
donald trump.ted cruz,"[0.6947121766601244, 0.5260279399920083]"
covid-19.none,"[0.3690878378378379, 0.5085616438356165]"
bernie sanders.none,"[-0.033195020746887974, 0.5652767597611376]"
