none.none,"[0.5385654659919317, 0.4841498194546657]"
covid-19.none,"[0.5622813960644302, 0.3451412577616918]"
donald trump.mexico,"[-0.04338880019282679, 0.5994947317727743]"
donald trump.ted cruz,"[-0.01735264020984512, 0.7027283689263063]"
ted cruz.none,"[-0.020008903901615936, 0.6916649008070125]"
donald trump.michael flynn,"[-0.02012007271809823, 0.8148431084695213]"
