venezuelan people,"[0.6842402715689032, 0.31795681294781253]"
unborn children,"[-0.04812495300299852, 0.6780273823277158]"
victorians,"[-0.02054917919586922, 0.6616218662079388]"
halyna hutchins,"[-0.012195121951219511, 1.0]"
