none.none,"[0.6612933003052387, 0.5147838432937427]"
covid-19.none,"[0.5468689028537931, 0.5807461748406841]"
rudy giuliani.none,"[0.11968240904261954, 0.6376934602499402]"
google.none,"[0.6238776945276411, -0.023687491569557455]"
