none.none,"[0.536748014910271, 0.32581521316554873]"
none.ukraine,"[0.3743735934010033, 0.712079868193406]"
none.venezuela,"[0.5702659485122015, -0.021652326748721026]"
none.queen elizabeth ii,"[0.5029571828201785, -0.02919417117628379]"
