none.none,"[0.517694086191407, 0.455898806440121]"
chandra shekhar.bihar education minister,"[0.7805046329495425, 0.7647753448095298]"
covid-19.none,"[0.5829145728643218, 0.49352941176470605]"
chandra shekhar.none,"[0.5830341835024507, 0.7683014573082746]"
chandra shekhar.bihar education minister prof chandra shekhar,"[0.5686772101259385, 0.7045883420401229]"
chandra shekhar.teacher candidates,"[0.5841683366733469, 0.6134805781562152]"
russian warplane.ukrainian reconnaissance vessel,"[0.5007518796992482, 0.0632140137090633]"
"chandra shekhar.bantul the great, handa bhonda, nante fonte, bahadur beral","[0.5743589743589748, 0.36103896103896116]"
bihar education minister prof chandra shekhar.teacher candidates,"[0.4610389610389611, 0.5155145946859749]"
kim jong-un.north korea,"[0.552158273381295, 0.10382513661202195]"
