none.none,"[0.514160124789822, 0.46388148137843216]"
hillary clinton.donald trump,"[0.0833101581797917, 0.5979419740537837]"
barack obama.donald trump,"[-0.04768861529327512, 0.5175491695067659]"
none.pakistan,"[0.5197921247168583, -0.03374068042412153]"
none.mitch mcconnell,"[-0.03535810151892135, 0.698212002188447]"
