donald trump,"[0.5081553784486474, 0.008384730886319218]",73,108
joe biden,"[0.5595813731096786, 0.6959705453537527]",70,105
joe biden,"[0.5595813731096786, 0.5590169943749475]",71,106
joe biden,"[0.0875684395880935, 0.5110512871965945]",76,111
joe biden,"[0.08756843958809353, 0.5110512871965947]",77,112
joe biden,"[0.6538851073947195, 0.2287465567507955]",78,113
joe biden,"[0.667390684707146, 0.31182021887566996]",79,114
joe biden,"[0.5629958132298016, 0.3573264421153545]",80,115
joe biden,"[0.5087399316089303, 0.08086923723833497]",82,117
police,"[0.5669983698820298, 0.10471347707292389]",72,107
police,"[0.5669983698820298, 0.10471347707292385]",73,108
police,"[0.5841180513459839, 0.11079911342616656]",74,109
police,"[0.5311325403737385, -0.04338813340628898]",82,117
police,"[0.5021029258694691, -0.04338813340628898]",83,118
narendra modi,"[-0.06356417261637284, 0.5590169943749473]",122,157
narendra modi,"[-0.05415303610738827, 0.5590169943749473]",123,158
narendra modi,"[-0.05415303610738827, 0.5590169943749473]",124,159
narendra modi,"[-0.05415303610738827, 0.5590169943749473]",125,160
narendra modi,"[-0.05415303610738827, 0.5590169943749473]",126,161
narendra modi,"[-0.05415303610738827, 0.5590169943749473]",127,162
narendra modi,"[-0.05415303610738827, 0.5590169943749473]",128,163
hillary clinton,"[0.5069889328568306, 0.2137054934405643]",6,41
hillary clinton,"[0.5069889328568306, 0.2137054934405643]",7,42
hillary clinton,"[0.5069889328568306, 0.2137054934405643]",8,43
hillary clinton,"[0.5069889328568306, 0.21370549344056433]",9,44
hillary clinton,"[0.5069889328568306, 0.21370549344056433]",10,45
hillary clinton,"[0.549357219982812, 0.18156825980064067]",11,46
hillary clinton,"[0.5743927291490291, 0.1815682598006407]",12,47
hillary clinton,"[0.5877095686099408, 0.15620987267988326]",13,48
hillary clinton,"[0.5241339696741522, 0.01923076923076921]",14,49
hillary clinton,"[0.6427770959659039, 0.03248166281112191]",15,50
hillary clinton,"[0.6502611061510906, 0.08334434890940592]",16,51
hillary clinton,"[0.6502611061510906, 0.44536395970461456]",17,52
hillary clinton,"[0.796687356371151, 0.5138915323706487]",18,53
hillary clinton,"[0.9477561268699108, nan]",19,54
hillary clinton,"[-0.04351941398892446, 0.6959705453537527]",32,67
hillary clinton,"[-0.054153036107388246, 0.6959705453537528]",33,68
hillary clinton,"[-0.054153036107388246, 0.5590169943749473]",34,69
hillary clinton,"[-0.054153036107388246, 0.5590169943749473]",35,70
hillary clinton,"[-0.054153036107388246, 0.5590169943749472]",36,71
hillary clinton,"[-0.05415303610738825, 0.5590169943749472]",37,72
hillary clinton,"[-0.05415303610738825, 0.5590169943749472]",38,73
hillary clinton,"[-0.05415303610738825, 0.5590169943749472]",39,74
hillary clinton,"[-0.05415303610738825, 0.5590169943749472]",40,75
hillary clinton,"[-0.05415303610738825, 0.5590169943749473]",41,76
hillary clinton,"[-0.05415303610738825, 0.5590169943749473]",42,77
hillary clinton,"[-0.06356417261637283, 0.5590169943749473]",43,78
hillary clinton,"[-0.05415303610738824, 0.5590169943749473]",48,83
hillary clinton,"[-0.05415303610738825, 0.5590169943749473]",49,84
hillary clinton,"[-0.06356417261637282, 0.5590169943749473]",50,85
gavin newsom,"[-0.11359236684941296, 0.5284981975632331]",83,118
gavin newsom,"[-0.11359236684941296, 0.5284981975632331]",84,119
gavin newsom,"[-0.11359236684941298, 0.5284981975632331]",85,120
gavin newsom,"[-0.11359236684941298, 0.5284981975632331]",86,121
gavin newsom,"[-0.11359236684941298, 0.5284981975632331]",87,122
gavin newsom,"[-0.13333333333333333, 0.5284981975632331]",88,123
"none
villain: none
victim: none","[-0.04351941398892446, 0.6959705453537527]",78,113
"none
villain: none
victim: none","[-0.043519413988924456, 0.6959705453537527]",79,114
"none
villain: none
victim: none","[-0.04351941398892446, 0.6959705453537527]",80,115
"none
villain: none
victim: none","[-0.04351941398892446, 0.6959705453537527]",81,116
"none
villain: none
victim: none","[-0.04351941398892445, 0.6959705453537526]",82,117
"none
villain: none
victim: none","[-0.04351941398892445, 0.6959705453537526]",83,118
"none
villain: none
victim: none","[-0.04351941398892445, 0.6959705453537526]",84,119
"none
villain: none
victim: none","[-0.04351941398892445, 0.6959705453537526]",85,120
"none
villain: none
victim: none","[-0.05415303610738825, 0.5590169943749473]",86,121
"none
villain: none
victim: none","[-0.05415303610738824, 0.5590169943749473]",87,122
"none
villain: none
victim: none","[-0.05415303610738825, 0.5590169943749473]",88,123
"none
villain: none
victim: none","[-0.05415303610738825, 0.5590169943749473]",89,124
"none
villain: none
victim: none","[-0.05415303610738825, 0.5590169943749473]",90,125
mark zuckerberg,"[0.5595813731096786, -0.055901699437494734]",71,106
mark zuckerberg,"[0.5595813731096786, -0.055901699437494734]",72,107
mark zuckerberg,"[0.5595813731096786, -0.055901699437494734]",73,108
mark zuckerberg,"[0.5595813731096786, -0.055901699437494734]",74,109
mark zuckerberg,"[0.5595813731096786, -0.04490132550669372]",75,110
mark zuckerberg,"[-0.04351941398892446, 0.6959705453537527]",80,115
mark zuckerberg,"[-0.043519413988924456, 0.6959705453537527]",81,116
mark zuckerberg,"[-0.043519413988924456, 0.6959705453537527]",82,117
mark zuckerberg,"[-0.043519413988924456, 0.6959705453537527]",83,118
mark zuckerberg,"[-0.04351941398892445, 0.6959705453537527]",84,119
mark zuckerberg,"[-0.04351941398892445, 0.6959705453537526]",85,120
mark zuckerberg,"[-0.04351941398892445, 0.6959705453537527]",86,121
mark zuckerberg,"[-0.062499999999999986, 0.6959705453537526]",87,122
jesus christ,"[0.5469937181171044, -0.07531100588381143]",23,58
jesus christ,"[0.5469937181171044, -0.07531100588381143]",24,59
jesus christ,"[0.5469937181171043, -0.07531100588381143]",25,60
jesus christ,"[0.5469937181171044, -0.07531100588381143]",26,61
jesus christ,"[0.5469937181171044, -0.07531100588381143]",27,62
jesus christ,"[0.5469937181171044, -0.07531100588381143]",28,63
apple,"[-0.04659081643880944, 0.9038461538461536]",6,41
apple,"[-0.04659081643880943, 0.9038461538461537]",7,42
apple,"[-0.05415303610738823, 0.8664763412811687]",8,43
apple,"[-0.05415303610738823, 0.9038461538461537]",9,44
apple,"[-0.04659081643880944, 0.9038461538461535]",10,45
apple,"[-0.04659081643880944, 0.9038461538461536]",11,46
apple,"[-0.04659081643880944, 0.9038461538461536]",12,47
apple,"[-0.04659081643880944, 0.9038461538461536]",13,48
apple,"[-0.04659081643880944, 0.9038461538461535]",14,49
apple,"[-0.04659081643880944, 0.9038461538461535]",15,50
apple,"[-0.054153036107388246, 0.8664763412811685]",16,51
apple,"[-0.054153036107388246, 0.8664763412811683]",17,52
apple,"[-0.054153036107388246, 0.8664763412811685]",18,53
apple,"[-0.054153036107388246, 0.8664763412811685]",19,54
apple,"[-0.054153036107388246, 0.8664763412811685]",20,55
apple,"[-0.054153036107388246, 0.8664763412811683]",21,56
apple,"[-0.05415303610738825, 0.8664763412811685]",22,57
apple,"[-0.05415303610738825, 0.8664763412811685]",23,58
apple,"[-0.05415303610738825, 0.8664763412811686]",24,59
apple,"[-0.05415303610738825, 0.8664763412811685]",25,60
apple,"[-0.05415303610738825, 0.8664763412811682]",26,61
apple,"[-0.05415303610738825, 0.8664763412811685]",27,62
apple,"[-0.05415303610738825, 0.8664763412811686]",28,63
apple,"[-0.0777713771047819, 0.8664763412811685]",29,64
apple,"[-0.07777137710478188, 0.5823340134543118]",30,65
apple,"[-0.07777137710478188, 0.6148027646301139]",31,66
apple,"[-0.06691096594652365, 0.6148027646301137]",32,67
apple,"[-0.06691096594652365, 0.6148027646301139]",33,68
apple,"[-0.06691096594652365, 0.6148027646301139]",34,69
apple,"[-0.06691096594652363, 0.6148027646301139]",35,70
apple,"[-0.0777713771047819, 0.5823340134543117]",36,71
apple,"[-0.0777713771047819, 0.5823340134543117]",37,72
apple,"[-0.07777137710478188, 0.5823340134543117]",38,73
amazon,"[-0.030303030303030304, 1.0]",0,35
amazon,"[-0.030303030303030304, 1.0]",1,36
amazon,"[-0.030303030303030304, 1.0]",2,37
amazon,"[-0.030303030303030304, 1.0]",3,38
amazon,"[-0.030303030303030304, 1.0]",4,39
amazon,"[-0.030303030303030304, 1.0]",5,40
amazon,"[-0.03030303030303031, 1.0]",6,41
amazon,"[-0.03030303030303031, 1.0]",7,42
amazon,"[-0.030303030303030318, 0.9999999999999999]",8,43
amazon,"[-0.030303030303030318, 1.0]",9,44
amazon,"[-0.03030303030303031, 1.0]",10,45
amazon,"[-0.03030303030303031, 1.0]",11,46
amazon,"[-0.030303030303030318, 0.9999999999999999]",12,47
amazon,"[-0.030303030303030318, 0.9999999999999999]",13,48
amazon,"[0.2758386421836852, 0.8916681643888689]",14,49
amazon,"[0.2758386421836852, 0.6100888760865631]",15,50
amazon,"[0.27583864218368515, 0.6100888760865631]",16,51
amazon,"[0.27583864218368515, 0.6100888760865631]",17,52
amazon,"[0.27583864218368515, 0.6100888760865631]",18,53
amazon,"[0.27583864218368515, 0.6100888760865631]",19,54
amazon,"[0.27583864218368515, 0.6100888760865631]",20,55
amazon,"[1.0, -0.03125]",22,57
amazon,"[1.0, -0.03125]",23,58
amazon,"[1.0, -0.03125]",24,59
amazon,"[1.0, -0.03125]",25,60
amazon,"[0.6963106238227913, -0.03125]",26,61
amazon,"[0.6963106238227913, -0.04490132550669373]",27,62
amazon,"[0.6963106238227914, -0.044901325506693734]",28,63
amazon,"[0.6963106238227914, -0.044901325506693734]",29,64
amazon,"[0.6963106238227914, -0.044901325506693734]",30,65
amazon,"[0.6963106238227914, -0.04490132550669374]",31,66
amazon,"[-0.06356417261637282, 0.5590169943749472]",80,115
amazon,"[-0.05415303610738825, 0.5590169943749472]",81,116
amazon,"[-0.05415303610738825, 0.5590169943749473]",82,117
amazon,"[-0.05415303610738825, 0.5590169943749473]",83,118
amazon,"[-0.05415303610738825, 0.5590169943749473]",84,119
amazon,"[-0.05415303610738825, 0.5590169943749473]",85,120
amazon,"[-0.05415303610738825, 0.5590169943749473]",86,121
amazon,"[-0.05415303610738825, 0.5590169943749473]",87,122
amazon,"[-0.05415303610738825, 0.5590169943749473]",88,123
amazon,"[-0.05415303610738825, 0.5590169943749473]",89,124
amazon,"[-0.05415303610738825, 0.5590169943749473]",90,125
amazon,"[-0.05415303610738825, 0.5590169943749473]",91,126
google,"[-0.06356417261637282, 0.5590169943749473]",29,64
google,"[-0.06356417261637283, 0.5590169943749473]",30,65
google,"[-0.05415303610738825, 0.5590169943749472]",31,66
google,"[-0.05415303610738825, 0.5590169943749472]",32,67
google,"[-0.05415303610738825, 0.5590169943749472]",33,68
google,"[-0.05415303610738827, 0.5590169943749472]",34,69
google,"[-0.05415303610738827, 0.5590169943749472]",35,70
google,"[-0.05415303610738827, 0.5590169943749472]",36,71
google,"[-0.05415303610738827, 0.5590169943749472]",37,72
google,"[-0.05415303610738827, 0.5590169943749472]",38,73
julian assange,"[-0.05415303610738825, 0.5590169943749475]",44,79
julian assange,"[-0.054153036107388246, 0.5590169943749473]",45,80
julian assange,"[-0.06356417261637282, 0.5590169943749473]",46,81
julian assange,"[-0.05415303610738825, 0.5590169943749473]",58,93
julian assange,"[-0.05415303610738825, 0.5590169943749473]",59,94
julian assange,"[-0.05415303610738825, 0.5590169943749473]",60,95
julian assange,"[-0.05415303610738825, 0.5590169943749473]",61,96
julian assange,"[-0.05415303610738825, 0.5590169943749473]",62,97
julian assange,"[-0.04351941398892445, 0.6959705453537527]",63,98
julian assange,"[-0.043519413988924456, 0.6959705453537526]",64,99
julian assange,"[-0.04351941398892446, 0.6959705453537527]",65,100
julian assange,"[-0.04351941398892445, 0.6959705453537527]",66,101
julian assange,"[-0.043519413988924456, 0.6959705453537527]",67,102
julian assange,"[-0.043519413988924456, 0.6959705453537526]",68,103
julian assange,"[-0.04351941398892446, 0.6959705453537527]",69,104
julian assange,"[-0.04351941398892446, 0.6959705453537527]",70,105
julian assange,"[-0.04351941398892446, 0.6959705453537527]",71,106
julian assange,"[-0.04351941398892446, 0.6959705453537527]",72,107
julian assange,"[-0.04351941398892446, 0.6959705453537527]",73,108
julian assange,"[-0.04351941398892446, 0.6959705453537527]",74,109
julian assange,"[-0.04351941398892446, 0.6959705453537527]",75,110
julian assange,"[-0.04351941398892446, 0.6959705453537527]",76,111
nasa,"[0.5595813731096785, -0.04490132550669373]",1,36
nasa,"[0.5595813731096785, -0.05590169943749475]",2,37
nasa,"[0.5595813731096787, -0.05590169943749475]",3,38
nasa,"[-0.05415303610738825, 0.5590169943749473]",42,77
nasa,"[-0.05415303610738825, 0.5590169943749473]",43,78
nasa,"[-0.05415303610738827, 0.5590169943749473]",44,79
nasa,"[-0.05415303610738827, 0.5590169943749473]",45,80
nasa,"[-0.05963802224704278, 0.5590169943749473]",46,81
jeff sessions,"[0.5206874392697425, -0.08671099695241201]",7,42
jeff sessions,"[0.503086988380746, -0.09291176828089578]",8,43
jeff sessions,"[0.5030869883807461, -0.10054995831748045]",18,53
jeff sessions,"[0.5030869883807461, -0.10054995831748045]",19,54
jeff sessions,"[0.5030869883807461, -0.10054995831748045]",21,56
jeff sessions,"[0.5206874392697425, -0.09291176828089577]",22,57
jeff sessions,"[0.5206874392697424, -0.09291176828089577]",23,58
jeff sessions,"[0.5206874392697424, -0.09291176828089577]",24,59
jeff sessions,"[0.5206874392697426, -0.09291176828089577]",25,60
jeff sessions,"[0.5030869883807461, -0.09291176828089577]",26,61
jeff sessions,"[0.5030869883807461, -0.10054995831748044]",27,62
jeff sessions,"[0.5030869883807461, -0.10054995831748045]",28,63
jeff sessions,"[0.5206874392697423, -0.09291176828089577]",29,64
jeff sessions,"[0.5206874392697423, -0.09291176828089577]",30,65
jeff sessions,"[0.5206874392697423, -0.09291176828089576]",31,66
jeff sessions,"[0.5206874392697424, -0.09291176828089576]",32,67
jeff sessions,"[0.5206874392697425, -0.09291176828089576]",33,68
jeff sessions,"[0.5206874392697425, -0.09291176828089576]",34,69
jeff sessions,"[0.540556931651904, -0.08528602990262663]",35,70
jeff sessions,"[0.540556931651904, -0.08528602990262664]",36,71
jeff sessions,"[0.5405569316519041, -0.08528602990262663]",37,72
jeff sessions,"[0.6623786160220826, -0.07857731963671401]",38,73
jeff sessions,"[0.6623786160220826, -0.07857731963671401]",39,74
jeff sessions,"[0.6623786160220826, nan]",40,75
lionel messi,"[0.5595813731096787, -0.055901699437494734]",36,71
lionel messi,"[0.5595813731096787, -0.05590169943749473]",37,72
lionel messi,"[0.5595813731096786, -0.05590169943749474]",38,73
lionel messi,"[0.5595813731096786, -0.05590169943749474]",39,74
lionel messi,"[0.5595813731096786, -0.05590169943749474]",40,75
lionel messi,"[0.5595813731096787, -0.055901699437494734]",41,76
lionel messi,"[0.5595813731096786, -0.05590169943749474]",42,77
lionel messi,"[0.5595813731096786, -0.05590169943749474]",43,78
lionel messi,"[0.5595813731096786, -0.05590169943749474]",44,79
lionel messi,"[0.5595813731096787, -0.055901699437494734]",45,80
lionel messi,"[0.5595813731096787, -0.055901699437494734]",46,81
lionel messi,"[0.5595813731096787, -0.055901699437494734]",47,82
lionel messi,"[0.5595813731096787, -0.055901699437494734]",48,83
lionel messi,"[0.5595813731096787, -0.055901699437494734]",49,84
lionel messi,"[0.5595813731096787, -0.055901699437494734]",50,85
lionel messi,"[0.5595813731096787, -0.055901699437494734]",51,86
lionel messi,"[0.5595813731096787, -0.04490132550669374]",52,87
lionel messi,"[0.6963106238227915, -0.03125]",53,88
kamala harris,"[-0.04351941398892446, 0.6959705453537528]",76,111
kamala harris,"[-0.030303030303030304, 1.0]",77,112
kamala harris,"[-0.043519413988924456, 1.0]",78,113
kamala harris,"[-0.054153036107388246, 0.6959705453537528]",79,114
kamala harris,"[0.29668305198196493, 0.8032193289024989]",80,115
kamala harris,"[0.29668305198196493, 0.6839166144230384]",81,116
kamala harris,"[0.296683051981965, 0.6839166144230384]",82,117
kamala harris,"[0.29668305198196493, 0.6839166144230384]",83,118
kamala harris,"[0.296683051981965, 0.6839166144230384]",84,119
kamala harris,"[0.29668305198196493, 0.6839166144230384]",85,120
kamala harris,"[0.296683051981965, 0.6839166144230384]",86,121
kamala harris,"[0.29668305198196493, 0.6839166144230384]",87,122
kamala harris,"[0.296683051981965, 0.6839166144230384]",88,123
kamala harris,"[0.296683051981965, 0.6839166144230384]",89,124
kamala harris,"[0.24913643956121978, 0.6839166144230384]",90,125
kamala harris,"[0.24913643956121978, 0.6010743070375285]",91,126
mike pompeo,"[0.6963106238227914, -0.031249999999999997]",10,45
mike pompeo,"[0.6963106238227914, -0.044901325506693734]",11,46
mike pompeo,"[0.6963106238227912, -0.044901325506693734]",12,47
mike pompeo,"[0.6963106238227912, -0.044901325506693734]",13,48
mike pompeo,"[0.6963106238227912, -0.044901325506693734]",14,49
mike pompeo,"[0.6963106238227913, -0.04490132550669373]",15,50
mike pompeo,"[0.6963106238227913, -0.04490132550669373]",16,51
mike pompeo,"[0.6963106238227913, -0.04490132550669373]",17,52
