joe biden,"[0.48814060474416593, 0.5681120688308978]",39,105
ted cruz,"[0.4848660368624189, 0.5089029908523703]",1,67
ted cruz,"[0.31637127760399275, 0.5611822138687156]",2,68
ted cruz,"[0.3390722061692424, 0.5968518328115202]",3,69
ted cruz,"[0.4298314408783606, 0.7555829287192357]",4,70
ted cruz,"[0.6663924874789788, nan]",5,71
pope francis,"[0.568257570707744, -0.027939937811355627]",76,142
pope francis,"[0.568257570707744, -0.027939937811355627]",77,143
pope francis,"[0.568257570707744, -0.027939937811355627]",78,144
pope francis,"[0.6957923426763076, -0.03983041789032375]",79,145
pope francis,"[0.6957923426763076, -0.046373889576016826]",80,146
pope francis,"[0.6957923426763075, -0.046373889576016826]",81,147
pope francis,"[0.6957923426763076, -0.046373889576016826]",82,148
pope francis,"[0.6957923426763076, -0.046373889576016826]",83,149
pope francis,"[0.8099905283919413, -0.039830417890323745]",84,150
pope francis,"[0.8099905283919413, -0.039830417890323745]",85,151
pope francis,"[0.8099905283919413, -0.039830417890323745]",86,152
pope francis,"[0.8099905283919413, -0.039830417890323745]",87,153
pope francis,"[0.6957923426763075, -0.039830417890323745]",88,154
pope francis,"[0.6957923426763075, -0.04637388957601682]",89,155
pope francis,"[0.5538990522255905, -0.057259833431386825]",90,156
pope francis,"[0.5538990522255904, -0.057259833431386825]",91,157
pope francis,"[0.5538990522255905, -0.057259833431386825]",92,158
hillary clinton,"[0.5482549694954162, -0.031517146051731976]",19,85
lionel messi,"[0.5090120211791839, -0.047845536638266684]",20,86
lionel messi,"[0.5090120211791839, -0.0446553185128536]",21,87
lionel messi,"[0.5270462766947299, -0.044655318512853606]",22,88
lionel messi,"[0.5270462766947299, -0.044655318512853606]",23,89
lionel messi,"[0.5270462766947299, -0.044655318512853606]",24,90
lionel messi,"[0.5270462766947299, -0.041376358510156086]",25,91
lionel messi,"[0.5472032952523939, -0.041376358510156086]",26,92
lionel messi,"[0.5472032952523939, -0.03798685881987932]",27,93
lionel messi,"[0.5699192582233511, -0.03798685881987932]",28,94
lionel messi,"[0.5699192582233511, -0.03798685881987932]",29,95
lionel messi,"[0.5699192582233511, -0.03798685881987932]",30,96
lionel messi,"[0.5699192582233511, -0.03445935270682991]",31,97
lionel messi,"[0.5957691485620739, -0.03445935270682991]",32,98
lionel messi,"[0.5957691485620739, -0.03075831259604325]",33,99
lionel messi,"[0.6255290920102279, -0.03075831259604325]",34,100
lionel messi,"[0.6255290920102279, -0.03075831259604325]",35,101
lionel messi,"[0.6255290920102279, -0.03075831259604325]",36,102
lionel messi,"[0.6255290920102279, -0.026836379837912434]",37,103
lionel messi,"[0.6602767615066535, -0.026836379837912434]",38,104
lionel messi,"[0.6602767615066534, -0.026836379837912434]",39,105
lionel messi,"[0.6602767615066535, -0.026836379837912434]",40,106
lionel messi,"[0.6602767615066534, -0.022628141110071026]",41,107
lionel messi,"[0.7015607600201144, -0.022628141110071026]",42,108
lionel messi,"[0.6602767615066536, -0.026836379837912434]",43,109
lionel messi,"[0.6602767615066537, -0.026836379837912434]",44,110
lionel messi,"[0.6602767615066536, -0.026836379837912434]",45,111
lionel messi,"[0.6602767615066537, -0.026836379837912434]",46,112
lionel messi,"[0.6602767615066536, -0.02683637983791243]",47,113
lionel messi,"[0.6602767615066537, -0.02683637983791243]",48,114
lionel messi,"[0.6255290920102275, -0.030758312596043252]",49,115
lionel messi,"[0.6255290920102275, -0.030758312596043252]",50,116
lionel messi,"[0.6255290920102275, -0.030758312596043252]",51,117
lionel messi,"[0.6255290920102275, -0.030758312596043252]",52,118
lionel messi,"[0.6255290920102275, -0.02627034687463669]",53,119
nigel farage,"[0.8475871872478847, -0.03926767262493008]",0,66
nigel farage,"[0.8475871872478846, -0.03926767262493008]",1,67
nigel farage,"[0.8475871872478847, -0.03926767262493008]",2,68
nigel farage,"[0.8475871872478847, -0.03926767262493008]",3,69
nigel farage,"[0.8475871872478847, -0.03926767262493008]",4,70
nigel farage,"[0.8475871872478846, -0.03926767262493008]",5,71
nigel farage,"[0.8475871872478847, -0.03926767262493008]",6,72
nigel farage,"[0.8475871872478847, -0.03926767262493008]",7,73
nigel farage,"[0.8411554786524404, -0.03926767262493008]",8,74
nigel farage,"[0.8411554786524404, -0.041376358510156086]",9,75
nigel farage,"[0.8411554786524404, -0.041376358510156086]",10,76
nigel farage,"[0.8411554786524404, nan]",11,77
theresa may,"[-0.08899516055620971, 0.5130358942409384]",0,66
theresa may,"[-0.09360461481479039, 0.5023336101325737]",1,67
theresa may,"[-0.09360461481479038, 0.5023336101325737]",2,68
bernie sanders,"[0.568257570707744, -0.027939937811355627]",65,131
bernie sanders,"[0.568257570707744, -0.02793993781135563]",66,132
bernie sanders,"[0.568257570707744, -0.02793993781135563]",67,133
bernie sanders,"[0.568257570707744, -0.02793993781135563]",68,134
bernie sanders,"[0.568257570707744, -0.02793993781135563]",69,135
bernie sanders,"[0.568257570707744, -0.02793993781135563]",70,136
bernie sanders,"[0.568257570707744, -0.02793993781135563]",71,137
bernie sanders,"[0.568257570707744, -0.02793993781135563]",72,138
bernie sanders,"[0.568257570707744, -0.02793993781135563]",73,139
bernie sanders,"[0.568257570707744, -0.02793993781135563]",74,140
bernie sanders,"[0.568257570707744, -0.02793993781135563]",75,141
bernie sanders,"[0.568257570707744, -0.02793993781135563]",76,142
bernie sanders,"[0.568257570707744, -0.02793993781135563]",77,143
bernie sanders,"[0.568257570707744, -0.02793993781135563]",78,144
bernie sanders,"[0.568257570707744, -0.02793993781135563]",79,145
bernie sanders,"[0.568257570707744, -0.02793993781135563]",80,146
bernie sanders,"[0.568257570707744, -0.02793993781135563]",81,147
bernie sanders,"[0.7015607600201141, -0.02262814111007103]",82,148
bernie sanders,"[0.7015607600201142, -0.02262814111007103]",83,149
bernie sanders,"[0.7015607600201142, -0.02262814111007103]",84,150
bernie sanders,"[0.7015607600201142, -0.02262814111007103]",85,151
bernie sanders,"[0.7015607600201142, -0.02262814111007103]",86,152
bernie sanders,"[0.7015607600201142, -0.02262814111007103]",87,153
bernie sanders,"[0.7015607600201142, -0.022628141110071026]",88,154
bernie sanders,"[0.7015607600201142, -0.022628141110071026]",89,155
bernie sanders,"[0.7015607600201142, -0.022628141110071026]",90,156
bernie sanders,"[0.7015607600201142, -0.022628141110071026]",91,157
bernie sanders,"[0.7015607600201142, -0.022628141110071026]",92,158
bernie sanders,"[0.7015607600201142, -0.022628141110071026]",93,159
bernie sanders,"[0.7015607600201142, -0.022628141110071026]",94,160
bernie sanders,"[0.7015607600201142, -0.022628141110071023]",95,161
bernie sanders,"[0.7015607600201142, -0.022628141110071023]",96,162
bernie sanders,"[0.7015607600201142, -0.022628141110071023]",97,163
bernie sanders,"[0.7015607600201142, -0.022628141110071023]",98,164
bernie sanders,"[0.7015607600201142, -0.022628141110071023]",99,165
bernie sanders,"[0.7015607600201142, -0.022628141110071023]",100,166
bernie sanders,"[0.7015607600201142, -0.022628141110071023]",101,167
bernie sanders,"[0.7015607600201142, -0.022628141110071023]",102,168
greg abbott,"[-0.03014017638565076, 0.7534677234406272]",67,133
greg abbott,"[-0.03014017638565076, 0.7534677234406272]",68,134
greg abbott,"[-0.03014017638565076, 0.7534677234406272]",69,135
greg abbott,"[-0.03014017638565076, 0.7534677234406272]",70,136
greg abbott,"[-0.04296160518553893, 0.515229808444542]",71,137
greg abbott,"[-0.048592953074986255, 0.515229808444542]",72,138
greg abbott,"[-0.04296160518553893, 0.515229808444542]",75,141
greg abbott,"[-0.042961605185538924, 0.515229808444542]",76,142
greg abbott,"[-0.04296160518553893, 0.515229808444542]",77,143
greg abbott,"[-0.042961605185538924, 0.515229808444542]",78,144
greg abbott,"[-0.04296160518553894, 0.515229808444542]",79,145
greg abbott,"[-0.042961605185538924, 0.515229808444542]",80,146
greg abbott,"[-0.042961605185538924, 0.515229808444542]",81,147
greg abbott,"[-0.042961605185538924, 0.515229808444542]",82,148
greg abbott,"[-0.04296160518553893, 0.515229808444542]",83,149
greg abbott,"[-0.042961605185538924, 0.515229808444542]",84,150
greg abbott,"[-0.042961605185538924, 0.515229808444542]",85,151
greg abbott,"[-0.042961605185538924, 0.515229808444542]",86,152
greg abbott,"[-0.04296160518553893, 0.515229808444542]",87,153
greg abbott,"[-0.048592953074986255, 0.515229808444542]",88,154
apple,"[-0.03200921998322401, 0.5681120688308978]",61,127
apple,"[-0.02749633406650374, 0.5681120688308978]",62,128
mike pompeo,"[-0.02749633406650374, 0.5681120688308978]",1,67
mike pompeo,"[-0.027496334066503737, 0.5681120688308978]",2,68
mike pompeo,"[-0.027496334066503737, 0.5681120688308978]",3,69
mike pompeo,"[-0.027496334066503737, 0.5681120688308978]",4,70
mike pompeo,"[-0.027496334066503737, 0.5681120688308978]",5,71
mike pompeo,"[-0.027496334066503737, 0.5681120688308978]",6,72
mike pompeo,"[-0.027496334066503737, 0.5681120688308978]",7,73
mike pompeo,"[-0.027496334066503737, 0.5681120688308978]",8,74
scott morrison,"[1.0, nan]",3,69
scott morrison,"[1.0, -0.015873015873015872]",4,70
scott morrison,"[1.0, -0.015873015873015872]",5,71
scott morrison,"[1.0, -0.015873015873015872]",6,72
scott morrison,"[1.0, -0.015873015873015872]",7,73
scott morrison,"[1.0, -0.015873015873015872]",8,74
scott morrison,"[1.0, -0.015873015873015872]",9,75
scott morrison,"[1.0, -0.015873015873015872]",10,76
scott morrison,"[1.0, -0.015873015873015872]",11,77
scott morrison,"[1.0, -0.015873015873015872]",12,78
scott morrison,"[1.0, -0.015873015873015872]",13,79
scott morrison,"[1.0, -0.015873015873015872]",14,80
scott morrison,"[1.0, -0.015873015873015872]",15,81
scott morrison,"[1.0, -0.015873015873015872]",16,82
scott morrison,"[1.0, -0.015873015873015872]",17,83
scott morrison,"[1.0, -0.015873015873015872]",18,84
scott morrison,"[1.0, -0.015873015873015872]",19,85
scott morrison,"[1.0, -0.015873015873015872]",20,86
scott morrison,"[1.0, -0.015873015873015872]",21,87
scott morrison,"[1.0, -0.015873015873015872]",22,88
scott morrison,"[1.0, -0.015873015873015872]",23,89
scott morrison,"[1.0, -0.015873015873015872]",24,90
scott morrison,"[1.0, -0.015873015873015872]",25,91
scott morrison,"[1.0, -0.015873015873015872]",26,92
scott morrison,"[1.0, -0.015873015873015872]",27,93
scott morrison,"[1.0, -0.015873015873015872]",28,94
scott morrison,"[1.0, -0.015873015873015872]",29,95
scott morrison,"[1.0, -0.015873015873015872]",30,96
scott morrison,"[1.0, -0.015873015873015872]",31,97
scott morrison,"[1.0, -0.015873015873015872]",32,98
scott morrison,"[1.0, -0.015873015873015872]",33,99
scott morrison,"[1.0, -0.015873015873015872]",34,100
scott morrison,"[1.0, -0.015873015873015872]",35,101
scott morrison,"[1.0, -0.015873015873015872]",36,102
scott morrison,"[1.0, -0.015873015873015872]",37,103
scott morrison,"[1.0, -0.015873015873015872]",38,104
andy murray,"[0.6640988521656708, -0.03841691243278991]",21,87
andy murray,"[0.6640988521656708, -0.03841691243278991]",22,88
andy murray,"[0.6640988521656708, -0.03841691243278991]",23,89
andy murray,"[0.6640988521656708, -0.03841691243278991]",24,90
andy murray,"[0.6640988521656708, -0.03841691243278991]",25,91
andy murray,"[0.6640988521656708, -0.03841691243278991]",26,92
andy murray,"[0.6640988521656708, -0.03464794643376185]",27,93
andy murray,"[0.7045454545454545, -0.03464794643376185]",28,94
andy murray,"[0.7045454545454545, -0.03464794643376185]",29,95
andy murray,"[0.7045454545454546, -0.03464794643376185]",30,96
andy murray,"[0.7045454545454546, -0.03464794643376185]",31,97
andy murray,"[0.7045454545454546, -0.03464794643376185]",32,98
andy murray,"[0.7045454545454546, -0.03253000243161777]",33,99
james mattis,"[0.568257570707744, -0.027939937811355627]",43,109
james mattis,"[0.568257570707744, -0.027939937811355627]",44,110
james mattis,"[0.568257570707744, -0.027939937811355627]",45,111
james mattis,"[0.568257570707744, -0.027939937811355627]",46,112
james mattis,"[0.568257570707744, -0.027939937811355627]",47,113
james mattis,"[0.568257570707744, -0.027939937811355627]",48,114
james mattis,"[0.568257570707744, nan]",49,115
serena williams,"[-0.03200921998322401, 0.5681120688308978]",41,107
serena williams,"[-0.027496334066503737, 0.5681120688308978]",42,108
serena williams,"[-0.027496334066503737, 0.7014723744122017]",43,109
serena williams,"[-0.022271770159368705, 0.7014723744122017]",44,110
serena williams,"[-0.022271770159368705, 0.7014723744122017]",45,111
serena williams,"[-0.022271770159368705, 0.7014723744122017]",46,112
serena williams,"[-0.022271770159368705, 0.7014723744122017]",47,113
serena williams,"[-0.022271770159368705, 0.7014723744122017]",48,114
serena williams,"[-0.022271770159368705, 0.7014723744122016]",49,115
serena williams,"[-0.022271770159368702, 0.7014723744122016]",50,116
serena williams,"[-0.022271770159368702, 0.7014723744122016]",51,117
serena williams,"[-0.022271770159368702, 0.7014723744122016]",52,118
serena williams,"[-0.022271770159368702, 0.7014723744122016]",53,119
serena williams,"[-0.022271770159368702, 0.7014723744122016]",54,120
serena williams,"[-0.022271770159368702, 0.7014723744122016]",55,121
serena williams,"[-0.022271770159368702, 0.7014723744122016]",56,122
serena williams,"[-0.022271770159368702, 0.7014723744122017]",57,123
serena williams,"[-0.022271770159368702, 0.7014723744122017]",58,124
serena williams,"[-0.03174603174603176, 0.7014723744122017]",59,125
novak djokovic,"[0.5682575707077441, nan]",47,113
novak djokovic,"[0.5682575707077441, -0.02793993781135563]",48,114
novak djokovic,"[0.5682575707077441, -0.02793993781135563]",49,115
novak djokovic,"[0.5682575707077441, -0.02793993781135563]",50,116
novak djokovic,"[0.5682575707077441, -0.02793993781135563]",51,117
novak djokovic,"[0.5682575707077441, -0.02793993781135563]",52,118
novak djokovic,"[0.5682575707077441, -0.02793993781135563]",53,119
novak djokovic,"[0.5682575707077441, -0.02793993781135563]",54,120
novak djokovic,"[0.7015607600201141, -0.022628141110071026]",68,134
novak djokovic,"[0.7015607600201142, -0.022628141110071026]",69,135
novak djokovic,"[0.7015607600201141, -0.022628141110071026]",70,136
novak djokovic,"[0.7015607600201142, -0.022628141110071026]",71,137
novak djokovic,"[0.7015607600201141, -0.02262814111007103]",72,138
novak djokovic,"[0.7015607600201142, -0.02262814111007103]",73,139
novak djokovic,"[0.7015607600201141, -0.02262814111007103]",74,140
novak djokovic,"[0.7015607600201142, -0.02262814111007103]",75,141
novak djokovic,"[0.7015607600201142, -0.02262814111007103]",76,142
novak djokovic,"[0.7015607600201142, -0.02262814111007103]",77,143
novak djokovic,"[0.7015607600201142, -0.02262814111007103]",78,144
novak djokovic,"[0.7015607600201142, -0.022628141110071026]",79,145
novak djokovic,"[0.7015607600201142, -0.022628141110071023]",80,146
novak djokovic,"[0.7015607600201142, -0.022628141110071023]",81,147
novak djokovic,"[0.7015607600201142, -0.022628141110071023]",82,148
novak djokovic,"[0.7015607600201142, -0.022628141110071023]",83,149
novak djokovic,"[0.7015607600201142, -0.022628141110071023]",84,150
novak djokovic,"[0.7015607600201142, -0.022628141110071023]",85,151
novak djokovic,"[0.7015607600201142, -0.022628141110071023]",86,152
novak djokovic,"[0.7015607600201142, -0.022628141110071023]",87,153
novak djokovic,"[0.7015607600201141, -0.022628141110071023]",88,154
novak djokovic,"[0.5682575707077441, -0.022628141110071023]",89,155
novak djokovic,"[0.568257570707744, -0.027939937811355627]",90,156
novak djokovic,"[0.568257570707744, -0.027939937811355627]",91,157
novak djokovic,"[0.568257570707744, -0.027939937811355627]",92,158
novak djokovic,"[0.568257570707744, -0.027939937811355627]",93,159
novak djokovic,"[0.568257570707744, -0.027939937811355627]",94,160
novak djokovic,"[0.568257570707744, -0.027939937811355627]",95,161
novak djokovic,"[0.5682575707077441, -0.027939937811355627]",96,162
novak djokovic,"[0.5682575707077441, -0.027939937811355627]",97,163
novak djokovic,"[0.5682575707077441, -0.027939937811355627]",98,164
novak djokovic,"[0.5682575707077441, -0.027939937811355627]",99,165
novak djokovic,"[0.5682575707077441, -0.027939937811355627]",100,166
novak djokovic,"[0.5682575707077441, -0.027939937811355627]",101,167
novak djokovic,"[0.5682575707077441, -0.027939937811355627]",102,168
tiger woods,"[0.5155392622264671, -0.04366354308852051]",50,116
tiger woods,"[0.5155392622264672, -0.037450294313656915]",51,117
tiger woods,"[1.0, -0.015873015873015872]",56,122
tiger woods,"[1.0, -0.015873015873015872]",57,123
tiger woods,"[1.0, -0.015873015873015872]",58,124
