joe biden,"[0.48775324274314336, 0.5678066322126745]",41,105
ted cruz,"[0.484099327429818, 0.5088149657265945]",1,65
ted cruz,"[0.3156653521428452, 0.5611843749335749]",2,66
ted cruz,"[0.33842469422825255, 0.5968652687055532]",3,67
ted cruz,"[0.4340634610523228, 0.7559869767922579]",4,68
ted cruz,"[0.6813517723547821, nan]",5,69
vladimir putin,"[0.38464375683498503, 0.5678066322126745]",69,133
pope francis,"[0.5679618342470645, -0.028871523671830886]",76,140
pope francis,"[0.5679618342470646, -0.028871523671830886]",77,141
pope francis,"[0.5679618342470646, -0.028871523671830886]",78,142
pope francis,"[0.5679618342470645, -0.028871523671830872]",79,143
pope francis,"[0.5679618342470646, -0.028871523671830886]",80,144
pope francis,"[0.6954182607446034, -0.04116934847963092]",81,145
pope francis,"[0.6954182607446034, -0.047946330148538406]",82,146
pope francis,"[0.6954182607446036, -0.047946330148538406]",83,147
pope francis,"[0.8097763301789161, -0.04116934847963092]",84,148
pope francis,"[0.8097763301789159, -0.0411693484796309]",85,149
pope francis,"[0.8097763301789161, -0.041169348479630906]",86,150
pope francis,"[0.8097763301789161, -0.0411693484796309]",87,151
pope francis,"[0.8097763301789164, -0.04116934847963091]",88,152
pope francis,"[0.8097763301789161, -0.04116934847963092]",89,153
pope francis,"[0.6954182607446039, -0.04116934847963092]",90,154
pope francis,"[0.695418260744604, -0.0479463301485384]",91,155
pope francis,"[0.5531113842526023, -0.059217575226138346]",92,156
pope francis,"[0.5531113842526024, -0.059217575226138366]",93,157
pope francis,"[0.5531113842526022, -0.05921757522613835]",94,158
hillary clinton,"[0.5709693172595726, -0.032575056883204036]",19,83
lionel messi,"[0.5751885402245639, -0.05045359872875082]",16,80
lionel messi,"[0.5087897924765004, -0.049516906720290195]",20,84
lionel messi,"[0.5087897924765004, -0.04620132943466078]",21,85
lionel messi,"[0.526815771271129, -0.0462013294346608]",22,86
lionel messi,"[0.526815771271129, -0.0462013294346608]",23,87
lionel messi,"[0.526815771271129, -0.0462013294346608]",24,88
lionel messi,"[0.526815771271129, -0.04279653309289268]",25,89
lionel messi,"[0.546967895616885, -0.04279653309289268]",26,90
lionel messi,"[0.546967895616885, -0.03927992167591427]",27,91
lionel messi,"[0.5696828104904856, -0.03927992167591427]",28,92
lionel messi,"[0.5696828104904855, -0.03927992167591427]",29,93
lionel messi,"[0.5696828104904856, -0.03927992167591427]",30,94
lionel messi,"[0.5696828104904855, -0.03562306370170033]",31,95
lionel messi,"[0.5955362240110976, -0.03562306370170033]",32,96
lionel messi,"[0.5955362240110977, -0.03178922273722175]",33,97
lionel messi,"[0.6253053994807234, -0.03178922273722175]",34,98
lionel messi,"[0.6253053994807234, -0.03178922273722175]",35,99
lionel messi,"[0.6253053994807234, -0.03178922273722175]",36,100
lionel messi,"[0.6253053994807234, -0.027729464472845286]",37,101
lionel messi,"[0.6600698292623592, -0.02772946447284528]",38,102
lionel messi,"[0.6600698292623592, -0.027729464472845286]",39,103
lionel messi,"[0.6600698292623592, -0.027729464472845286]",40,104
lionel messi,"[0.6600698292623591, -0.023376229110609218]",41,105
lionel messi,"[0.7013811259728672, -0.02337622911060922]",42,106
lionel messi,"[0.7013811259728672, -0.02337622911060922]",43,107
lionel messi,"[0.7013811259728672, -0.02337622911060922]",44,108
lionel messi,"[0.6600698292623594, -0.02772946447284529]",45,109
lionel messi,"[0.6600698292623592, -0.02772946447284529]",46,110
lionel messi,"[0.6600698292623594, -0.02772946447284529]",47,111
lionel messi,"[0.6600698292623594, -0.02772946447284529]",48,112
lionel messi,"[0.6600698292623594, -0.027729464472845286]",49,113
lionel messi,"[0.6600698292623594, -0.02772946447284529]",50,114
lionel messi,"[0.6253053994807233, -0.03178922273722169]",51,115
lionel messi,"[0.6253053994807233, -0.03178922273722169]",52,116
lionel messi,"[0.6253053994807233, -0.027143764258299678]",53,117
nigel farage,"[0.8478571228215861, -0.03841406519595179]",0,64
nigel farage,"[0.8478571228215861, -0.040608429225988965]",1,65
nigel farage,"[0.8478571228215861, -0.04060842922598896]",2,66
nigel farage,"[0.847857122821586, -0.040608429225988965]",3,67
nigel farage,"[0.8478571228215861, -0.04060842922598896]",4,68
nigel farage,"[0.847857122821586, -0.04060842922598896]",5,69
nigel farage,"[0.8478571228215861, -0.04060842922598896]",6,70
nigel farage,"[0.847857122821586, -0.040608429225988965]",7,71
nigel farage,"[0.8478571228215861, -0.04060842922598896]",8,72
nigel farage,"[0.847857122821586, -0.04060842922598896]",9,73
nigel farage,"[0.8414890701798224, -0.04060842922598896]",10,74
nigel farage,"[0.8414890701798223, nan]",11,75
theresa may,"[-0.09213068794097566, 0.5118984333906511]",0,64
theresa may,"[-0.09213068794097566, 0.5118984333906511]",1,65
theresa may,"[-0.09213068794097569, 0.5118984333906511]",2,66
theresa may,"[-0.09692945164179285, 0.5011508958264519]",3,67
theresa may,"[-0.09692945164179288, 0.5011508958264519]",4,68
bernie sanders,"[0.5679618342470648, -0.023376229110609215]",65,129
bernie sanders,"[0.5679618342470648, -0.028871523671830893]",66,130
bernie sanders,"[0.5679618342470648, -0.028871523671830907]",67,131
bernie sanders,"[0.5679618342470647, -0.0288715236718309]",68,132
bernie sanders,"[0.5679618342470648, -0.028871523671830896]",69,133
bernie sanders,"[0.5679618342470646, -0.0288715236718309]",70,134
bernie sanders,"[0.5679618342470647, -0.028871523671830903]",71,135
bernie sanders,"[0.5679618342470646, -0.028871523671830907]",72,136
bernie sanders,"[0.5679618342470646, -0.028871523671830907]",73,137
bernie sanders,"[0.5679618342470646, -0.0288715236718309]",74,138
bernie sanders,"[0.5679618342470647, -0.0288715236718309]",75,139
bernie sanders,"[0.5679618342470647, -0.0288715236718309]",76,140
