joe biden,"[0.4873397172404482, 0.5674803065350239]",43,105
ted cruz,"[0.48327968290540296, 0.5087248118466023]",1,63
ted cruz,"[0.3149106288401195, 0.5611904995822429]",2,64
ted cruz,"[0.33773265457523033, 0.5968826865639603]",3,65
ted cruz,"[0.433625783263074, 0.7564238317306311]",4,66
ted cruz,"[0.6818064432385982, nan]",5,67
vladimir putin,"[0.3838371992384135, 0.5674803065350239]",71,133
pope francis,"[0.5676462121975465, -0.029867384554474928]",76,138
pope francis,"[0.5676462121975466, -0.02986738455447492]",77,139
pope francis,"[0.5676462121975466, -0.029867384554474928]",78,140
pope francis,"[0.5676462121975466, -0.029867384554474935]",79,141
pope francis,"[0.5676462121975466, -0.029867384554474935]",80,142
pope francis,"[0.5676462121975465, -0.029867384554474928]",81,143
pope francis,"[0.5676462121975465, -0.029867384554474935]",82,144
pope francis,"[0.6950185950444975, -0.04260143228423051]",83,145
pope francis,"[0.8095475474846539, -0.04260143228423051]",84,146
pope francis,"[0.809547547484654, -0.04260143228423051]",85,147
pope francis,"[0.8095475474846539, -0.04260143228423051]",86,148
pope francis,"[0.8095475474846539, -0.04260143228423051]",87,149
pope francis,"[0.8095475474846537, -0.0426014322842305]",88,150
pope francis,"[0.8095475474846536, -0.0426014322842305]",89,151
pope francis,"[0.8095475474846536, -0.0426014322842305]",90,152
pope francis,"[0.8095475474846535, -0.0426014322842305]",91,153
pope francis,"[0.695018595044497, -0.0426014322842305]",92,154
pope francis,"[0.6950185950444969, -0.04962916669854651]",93,155
pope francis,"[0.55226896370138, -0.06131393394849658]",94,156
pope francis,"[0.5522689637013801, -0.06131393394849658]",95,157
pope francis,"[0.55226896370138, -0.0613139339484966]",96,158
hillary clinton,"[0.5703733601789477, -0.03370647570138868]",19,81
lionel messi,"[0.5751536210124327, -0.05228512485428223]",16,78
lionel messi,"[0.5751536210124327, -0.05228512485428223]",17,79
lionel messi,"[0.5751536210124328, -0.052285124854282244]",18,80
lionel messi,"[0.5085540325572364, -0.05130951984010601]",20,82
lionel messi,"[0.5085540325572364, -0.04785839549378534]",21,83
lionel messi,"[0.5265707419162816, -0.047858395493785365]",22,84
lionel messi,"[0.5265707419162816, -0.04785839549378535]",23,85
lionel messi,"[0.5265707419162816, -0.047858395493785365]",24,86
lionel messi,"[0.5265707419162814, -0.044317771682299334]",25,87
lionel messi,"[0.5467173060495544, -0.04431777168229935]",26,88
lionel messi,"[0.5467173060495544, -0.04066418396811219]",27,89
lionel messi,"[0.5694308535774887, -0.04066418396811219]",28,90
lionel messi,"[0.5694308535774886, -0.04066418396811218]",29,91
lionel messi,"[0.5694308535774887, -0.04066418396811219]",30,92
lionel messi,"[0.5694308535774887, -0.036868157071558924]",31,93
lionel messi,"[0.5952878558284999, -0.03686815707155894]",32,94
