virat kohli.none.none,1.0,-0.24999999999999997
google.none.none,0.5560384374855328,-0.2342606428329091
barack obama.none.none,0.9999999999999996,-0.11111111111111116
serena williams.none.none,0.5416666666666666,0.21821789023599233
nirmala sitharaman.none.none,0.6708203932499368,-0.16666666666666669
shah rukh khan.none.none,-0.22222222222222224,0.6666666666666671
aaron judge.none.none,-0.1,0.9999999999999998
china.none.none,-0.149071198499986,0.6666666666666667
sting.none.none,-0.14907119849998599,0.6666666666666669
anushka sharma.none.none,-0.1,0.9999999999999998
kylian mbappe.none.none,-0.1,0.9999999999999997
selena gomez.none.none,-0.149071198499986,0.6666666666666666
