none.none.none,0.5006277008555146,-0.2878407168503391
joe biden.donald trump.none,0.7517785180297053,0.7453559924999299
none.donald trump.republican party,-0.14907119849998599,0.666666666666667
narendra modi.none.none,0.5163977794943222,-0.16666666666666663
apple.none.none,0.7698003589195013,0.3749999999999997
anthony fauci.none.none,-0.1788854381999832,0.6666666666666667
elon musk.none.none,0.6708203932499368,-0.11111111111111113
kamala harris.none.none,0.9999999999999999,-0.1111111111111111
joe biden.donald trump.americans,-0.14907119849998604,0.666666666666667
none.matt gaetz.none,-0.19364916731037085,0.5091750772173154
